"","Loans.funded_amnt","Loans.loan_amnt","Loans.dti","Loans.emp_length","Loans.installment","Loans.annual_inc","Loans.revol_bal","earlyear","proputil","Loans.open_acc","Loans.loan_status"
"28162",8500,8500,0.89,4,186.9,27000,449,105,2,12,"Charged Off"
"28165",7000,7000,1.94,2,171.91,26004,1127,105,59.3,5,"Charged Off"
"28167",8000,8000,9.07,9,247.53,54000,16310,83,66.7,10,"Charged Off"
"28170",8400,8400,8.28,3,290.54,130000,5476,95,66,8,"Charged Off"
"28174",5600,5600,10.32,2,133.85,40000,568,98,2.4,4,"Charged Off"
"28175",10000,10000,20.63,1,343.48,62000,40519,89,89.3,8,"Charged Off"
"28180",6000,6000,9.24,9,209.71,65827,312,102,44.6,4,"Charged Off"
"28185",2400,2400,10.44,3,58.78,20800,0,106,0,3,"Charged Off"
"28192",9600,9600,14.49,2,237.66,54000,10378,105,85.1,6,"Charged Off"
"28194",5600,5600,19.85,10,183.66,72000,17911,101,73.7,11,"Charged Off"
"28208",6000,6000,17.44,4,198.89,81000,18494,98,84.4,10,"Charged Off"
"28232",14000,14000,14.05,4,346.59,80000,24955,94,94.6,12,"Charged Off"
"28243",11750,18000,1.33,1,256.18,73000,1467,87,2.2,10,"Charged Off"
"28249",3600,3600,21.08,2,72.79,30000,1462,94,30.5,7,"Charged Off"
"28251",14500,14500,23.87,10,509.42,89000,15665,99,89.5,16,"Charged Off"
"28267",8400,8400,4.2,10,212.99,20000,2239,106,48.7,6,"Charged Off"
"28270",15425,25000,22.34,2,355.81,60000,22951,91,42.5,5,"Charged Off"
"28285",15000,15000,16.3,10,392.51,70000,12141,94,94.3,8,"Charged Off"
"28302",2000,2000,10.61,0,69.18,45000,881,105,88.1,5,"Charged Off"
"28303",4800,4800,6.23,10,106.44,62000,0,101,0,5,"Charged Off"
"28308",4000,4000,16.35,1,87.21,32656,3071,101,16.4,15,"Charged Off"
"28312",6800,10000,23.15,0,158.16,54000,19677,94,38.3,7,"Charged Off"
"28332",15000,15000,21.47,9,361.44,46000,11906,95,74,13,"Charged Off"
"28338",24000,24000,18.68,3,623.11,60204,8376,97,95.2,5,"Charged Off"
"28342",8175,14000,12.1,1,198.59,70000,1702,102,10.4,14,"Charged Off"
"28347",1500,1500,3.17,0,37.74,42000,4949,84,56.6,3,"Charged Off"
"28352",10000,10000,4.07,1,253.56,99000,4621,80,35,12,"Charged Off"
"28354",1400,1400,13.24,0,46.41,4080,1500,107,22.1,8,"Charged Off"
"28362",5000,5000,14.76,2,165.74,70000,0,102,0,3,"Charged Off"
"28363",12025,18000,11.55,9,287.41,90000,6937,91,19.4,10,"Charged Off"
"28366",15000,15000,8.2,10,348.87,43920,8840,96,76.9,10,"Charged Off"
"28373",8000,8000,9.25,4,186.07,33600,5964,104,56.3,9,"Charged Off"
"28375",16750,16750,13.36,8,543.47,60996,33498,97,60.3,12,"Charged Off"
"28376",1600,1600,19.82,0,50.05,35000,2449,98,12.5,8,"Charged Off"
"28381",10000,10000,17.09,3,219.88,103000,34258,87,68.3,13,"Charged Off"
"28392",6000,6000,3.9,0,133.05,65000,4597,98,18.9,7,"Charged Off"
"28395",10000,10000,5.97,3,232.58,45000,530,99,16.1,3,"Charged Off"
"28406",4000,4000,16.04,10,95.61,55000,16541,73,93.2,10,"Charged Off"
"28407",5500,5500,22.75,5,125.8,24000,15466,83,35.9,14,"Charged Off"
"28409",11700,18000,14.93,2,259.44,56004,29524,92,70.7,11,"Charged Off"
"28415",8675,13000,20.51,2,221.71,53600,14633,99,89.5,13,"Charged Off"
"28424",6900,10000,19.1,2,153,72000,6386,94,45.3,11,"Charged Off"
"28426",6000,6000,8.27,5,210.8,171000,8317,98,97.8,7,"Charged Off"
"28428",14600,23000,16.3,6,370.19,65000,23516,89,90.7,8,"Charged Off"
"28438",15250,22000,11.05,10,395.93,76000,5955,94,49.6,11,"Charged Off"
"28449",16000,16000,17.14,10,549.57,53000,20150,81,76,13,"Charged Off"
"28458",9900,10000,21.89,6,321.22,125000,86016,79,81.2,9,"Charged Off"
"28461",11825,18000,17.34,3,304.61,65000,23661,102,73.9,10,"Charged Off"
"28469",16000,16000,12.32,10,348.84,98268,24188,91,35,12,"Charged Off"
"28470",4200,4200,11.55,1,113.39,39999,1910,102,95.5,3,"Charged Off"
"28473",3200,3200,12.16,4,79.86,30000,1974,100,98.7,4,"Charged Off"
"28478",13625,20000,17.54,1,328.31,86004,18641,101,67.8,12,"Charged Off"
"28482",10000,10000,4.46,2,239.01,33600,3932,99,77.1,5,"Charged Off"
"28499",9675,16000,14.84,10,212.73,48996,2896,93,14.1,9,"Charged Off"
"28519",11750,17500,23.92,0,268.74,60000,8023,91,43.1,10,"Charged Off"
"28520",16025,25000,4.95,2,352.36,40000,3367,89,6.1,9,"Charged Off"
"28526",8000,11200,24.41,8,196.47,38400,2165,97,94.1,8,"Charged Off"
"28538",15000,24250,22.13,9,367.33,65004,21394,97,46.9,18,"Charged Off"
"28579",1000,1000,19.2,7,24.16,6000,3405,85,35.5,7,"Charged Off"
"28580",13075,18250,21.65,7,318.45,70160,48028,99,57.7,15,"Charged Off"
"28584",20000,20000,0.52,10,438.45,90000,876,83,0.7,14,"Charged Off"
"28585",12375,16000,14.59,10,301.4,120000,40352,87,87,18,"Charged Off"
"28588",3200,3200,18.4,1,82.43,18000,2742,106,74.1,3,"Charged Off"
"28589",10000,10000,11.61,10,239.64,40000,17700,98,74.7,8,"Charged Off"
"28593",4800,4800,10.01,2,116.91,16000,1885,105,94.2,3,"Charged Off"
"28595",6600,6600,12.63,0,158.16,36000,12732,101,62.4,15,"Charged Off"
"28610",16050,25000,23.12,9,345.94,49200,1321,101,8.3,8,"Charged Off"
"28617",5750,9000,12.17,10,116.26,57600,42972,88,56.9,10,"Charged Off"
"28621",5000,5000,11.86,7,168.74,26400,75,102,25,4,"Charged Off"
"28628",20000,20000,15.54,10,475.38,70000,20955,92,64.1,15,"Charged Off"
"28634",8000,8000,20.86,10,247.53,36996,6738,99,63,7,"Charged Off"
"28642",16000,16000,17.25,6,383.42,48000,29810,100,49.8,10,"Charged Off"
"28655",3700,3700,21.73,2,90.87,50001.56,17546,94,79.8,8,"Charged Off"
"28662",8500,8500,12.73,7,227.72,23000,7905,106,96.4,3,"Charged Off"
"28670",9250,9250,14.2,6,210.99,21300,6932,104,64.2,12,"Charged Off"
"28680",13300,20000,20.67,2,286.67,42500,20466,96,46.6,6,"Charged Off"
"28687",10000,10000,18.53,7,348.28,50004,6353,99,64.3,6,"Charged Off"
"28690",1000,1000,15.35,0,32.74,24000,4418,106,40.9,5,"Charged Off"
"28692",1000,1000,24.21,6,32.39,28000,3749,102,89.3,7,"Charged Off"
"28694",8500,8500,10.59,7,193.89,48000,15801,98,21.4,22,"Charged Off"
"28695",3600,3600,22.89,5,86.98,38004,2697,104,59.9,7,"Charged Off"
"28697",16000,16000,22.56,10,396.1,55000,21655,84,77.8,18,"Charged Off"
"28705",7200,7200,14.84,3,171.14,68004,7775,102,77.7,8,"Charged Off"
"28711",25000,25000,8.83,10,839.11,93000,90278,88,15.3,14,"Charged Off"
"28712",24250,24250,12.91,10,831.41,128004,96799,91,86.7,17,"Charged Off"
"28715",10275,16000,9.3,10,205.94,65000,7083,89,22.3,7,"Charged Off"
"28717",25000,25000,10.73,3,613.95,242004,40847,84,68.2,7,"Charged Off"
"28728",4750,4750,21.6,0,148.59,18000,4485,102,32.4,10,"Charged Off"
"28738",15000,15000,8.93,2,522.41,99996,10584,95,48.6,8,"Charged Off"
"28749",20875,24000,10.42,10,546.23,135000,6591,102,64.6,8,"Charged Off"
"28751",15325,25000,0.99,5,333.13,84996,125,99,0.4,14,"Charged Off"
"28764",15350,25000,8.6,10,502.47,120000,13385,79,50.7,11,"Charged Off"
"28768",10325,15000,11.96,7,259.73,32004,9805,100,77.2,7,"Charged Off"
"28769",10250,16800,13.42,3,222.81,65000,7258,95,42,10,"Charged Off"
"28772",9275,15000,2.71,10,224.08,358680,10550,101,61,9,"Charged Off"
"28775",3000,3000,19.29,10,67.85,122748,71205,86,87,11,"Charged Off"
"28786",8700,12000,13.75,7,286.32,26000,10161,105,93.2,5,"Charged Off"
"28793",2500,2500,0,10,85.72,18984,0,100,0,2,"Charged Off"
"28799",12575,15000,14.9,3,298.9,122000,13132,88,68.8,11,"Charged Off"
"28809",17325,25000,18.36,9,435.81,73000,28434,104,71,6,"Charged Off"
"28814",4000,4000,6.28,10,137.86,34000,4359,97,77.8,9,"Charged Off"
"28819",11500,16000,4.38,10,286.99,118527,1944,91,28.2,6,"Charged Off"
"28826",16525,25000,23.72,6,376.93,60000,19780,96,50.5,14,"Charged Off"
"28827",10000,10000,21.48,4,344.65,30000,7682,107,58.6,10,"Charged Off"
"28842",16350,25000,15.73,4,414.57,111000,39485,90,79.6,12,"Charged Off"
"28847",6000,6000,8.2,10,130.43,66000,868,80,7.4,24,"Charged Off"
"28853",10000,10000,12.23,0,353.8,26000,8386,100,94.2,9,"Charged Off"
"28863",7750,7750,21.35,8,265.71,104000,15065,82,67.3,21,"Charged Off"
"28865",18250,25000,20.63,4,400.09,53000,24720,85,64.4,8,"Charged Off"
"28869",14400,14400,14.78,2,353.64,32400,15260,98,97.1,7,"Charged Off"
"28893",5000,5000,16.68,4,167.83,40000,9563,101,60.8,11,"Charged Off"
"28894",9600,9600,12.86,10,237.66,46095,16586,99,86.5,13,"Charged Off"
"28895",12000,12000,15.98,3,297.08,60000,5163,99,49.2,9,"Charged Off"
"28905",12000,12000,12.92,4,411.42,60000,11389,95,70.3,6,"Charged Off"
"28907",10000,10000,24.45,10,337.47,32000,18252,90,77,18,"Charged Off"
"28908",25000,25000,14.47,2,870.68,50000,19493,100,78.6,8,"Charged Off"
"28910",2000,2000,17.04,2,64.77,10000,1365,104,6.2,15,"Charged Off"
"28912",12250,12250,22.89,4,293.56,33600,17361,91,54.1,9,"Charged Off"
"28928",17450,25000,15.2,10,435.47,90000,18685,95,41.7,25,"Charged Off"
"28934",8000,8000,9.54,9,268.52,42000,7075,97,45.6,7,"Charged Off"
"28949",3500,3500,7.8,10,120,18000,3683,95,31.2,10,"Charged Off"
"28952",1700,1700,3.07,9,52.31,84000,21047,93,67.5,7,"Charged Off"
"28953",6000,6000,19.85,10,147.35,48000,19748,98,80.2,13,"Charged Off"
"28962",1200,1200,17.98,6,36.93,38304,1381,97,5.6,13,"Charged Off"
"28975",3000,3000,17.66,2,67.85,60000,45438,94,95.9,6,"Charged Off"
"28986",5000,5000,19.86,10,101.1,30996,17566,97,76.7,6,"Charged Off"
"28990",10000,10000,18.48,9,344.65,62920,6818,75,47.7,13,"Charged Off"
"29001",25000,25000,16.96,5,813.98,49600,44408,90,79.2,8,"Charged Off"
"29003",4000,4000,14.81,7,134.26,25200,389,107,15,5,"Charged Off"
"29013",20000,20000,12.89,10,678.52,1e+05,23611,91,75.3,16,"Charged Off"
"29023",5000,5000,1,0,171.43,66000,0,106,0,3,"Charged Off"
"29028",20000,20000,15.38,4,711.27,88000,15847,94,45.5,16,"Charged Off"
"29032",24000,24000,11.84,10,857.94,97584,9517,100,72.4,16,"Charged Off"
"29058",12000,12000,2.34,10,417.93,840000,36642,94,44.1,15,"Charged Off"
"29059",10000,10000,14.69,7,329.1,50004,5485,95,26.8,12,"Charged Off"
"29062",19600,19600,14.37,10,689.76,77000,9879,101,48.7,15,"Charged Off"
"29066",25000,25000,21.94,5,921.6,75000,6439,100,93.3,11,"Charged Off"
"29067",10000,10000,13.6,10,335.67,60000,6548,92,59.5,8,"Charged Off"
"29086",12000,12000,18.17,5,390.72,72000,16579,90,42,12,"Charged Off"
"29090",2500,2500,9.75,0,81.84,24996,2141,99,53.5,9,"Charged Off"
"29097",15000,15000,9.55,10,488.4,66000,17835,96,53.1,9,"Charged Off"
"29107",25000,25000,18.33,10,822.78,55000,34495,84,84.3,11,"Charged Off"
"29111",2500,2500,8.07,4,84.37,21996,997,103,34.4,3,"Charged Off"
"29116",1500,1500,24.44,8,51.43,25140,0,100,0,6,"Charged Off"
"29120",6000,6000,0,3,206.79,15000,0,107,0,5,"Charged Off"
"29148",5000,5000,13.44,8,169.63,30000,7168,99,26.4,20,"Charged Off"
"29149",5000,5000,22.29,6,173.24,33000,1732,102,94,4,"Charged Off"
"29158",15000,15000,10.74,3,511.56,135000,5392,92,46.5,10,"Charged Off"
"29160",25000,25000,8.42,0,843.63,106000,4042,99,76.3,3,"Charged Off"
"29169",6600,6600,10.88,2,229.87,30000,4127,106,57.3,11,"Charged Off"
"29174",6000,6000,1.48,6,212.27,60000,2466,99,70.5,2,"Charged Off"
"29179",10000,10000,13.58,10,335.67,60000,18905,95,92.7,6,"Charged Off"
"29181",5000,5000,8.12,8,167.84,138996,41421,98,92.7,8,"Charged Off"
"29182",13000,13000,9.1,2,455.15,24000,8427,107,54.4,4,"Charged Off"
"29184",25000,25000,15.22,10,870.71,84132,61764,85,54.8,14,"Charged Off"
"29199",7000,7000,19.94,5,237.47,74400,17297,93,83.2,15,"Charged Off"
"29208",17000,17000,13.14,8,550.55,59000,16740,85,51.5,8,"Charged Off"
"29235",16000,16000,18.4,3,583.85,60000,20795,96,85.7,9,"Charged Off"
"29236",19000,19000,21.05,5,696.89,78000,13528,95,89,15,"Charged Off"
"29241",10000,10000,0.49,6,357.47,660000,8243,103,65.4,10,"Charged Off"
"29264",7000,7000,4.97,5,245.08,23400,4253,106,75.9,3,"Charged Off"
"29266",4500,4500,14.34,2,147.31,39000,2592,105,69,5,"Charged Off"
"29303",10000,10000,10.31,4,329.12,42000,4036,101,73.4,19,"Charged Off"
"29308",3200,3200,4.91,10,103.64,77000,262,101,7.1,8,"Charged Off"
"29310",9800,9800,9.1,7,330.7,50000,17497,96,74.8,6,"Charged Off"
"29312",5000,5000,17.4,0,163.68,49800,15916,104,63.9,7,"Charged Off"
"29322",5000,5000,16.27,4,174.15,91000,36883,96,88.2,14,"Charged Off"
"29323",4975,4975,3.64,3,154.77,34000,655,101,3.1,10,"Charged Off"
"29327",15000,15000,20.68,3,485.78,35976,11735,101,64.5,10,"Charged Off"
"29331",5500,5500,14.47,1,179.08,54000,5107,101,35.1,13,"Charged Off"
"29332",14000,14000,15.54,5,497.87,97200,26470,96,97.7,11,"Charged Off"
"29335",20000,20000,18.63,2,682.08,80000,12189,99,67.3,13,"Charged Off"
"29341",4200,4200,7.4,0,142.49,12000,2863,101,17.5,8,"Charged Off"
"29351",12000,12000,15.93,4,413.58,70000,30951,103,96.1,8,"Charged Off"
"29354",3600,3600,8.13,1,124.08,12996,0,106,0,3,"Charged Off"
"29357",1750,1750,24.89,3,61.27,22800,192,100,48,3,"Charged Off"
"29359",16000,16000,0.5,10,515.37,120000,243,101,2.3,6,"Charged Off"
"29381",8000,8000,11.59,0,275.72,41600,4948,107,71.7,6,"Charged Off"
"29397",4000,4000,8.73,0,137.14,16500,1569,107,82.6,4,"Charged Off"
"29398",25000,25000,18.5,2,870.71,94500,31827,94,53.8,21,"Charged Off"
"29402",5000,5000,16.17,2,173.24,39996,11742,99,77.2,7,"Charged Off"
"29414",5000,5000,14.34,8,161.06,54996,27099,97,77,14,"Charged Off"
"29417",4000,4000,10.77,1,137.14,74551.92,11190,95,53.3,15,"Charged Off"
"29428",13000,13000,22.36,5,406.65,53500,20593,86,25.5,15,"Charged Off"
"29446",3000,3000,8.04,10,92.82,19992,6107,95,36.1,5,"Charged Off"
"29448",15000,15000,18.02,9,483.16,67000,46525,77,64.1,11,"Charged Off"
"29467",5500,5500,16.8,10,184.62,56000,36105,92,93.8,6,"Charged Off"
"29477",25000,25000,18.51,4,818.38,132000,64514,98,30.8,16,"Charged Off"
"29497",5000,5000,1.53,10,167.84,51000,1066,99,39.5,7,"Charged Off"
"29542",6000,6000,6.56,2,197.47,46680,4370,103,40.1,9,"Charged Off"
"29543",12000,12000,9.84,4,415.76,235000,47461,100,97.5,4,"Charged Off"
"29544",7750,7750,21.14,1,272.76,60000,15604,95,38.3,22,"Charged Off"
"29548",12250,12250,19.86,2,403.17,31000,10161,103,59.4,18,"Charged Off"
"29572",21000,21000,9.46,9,742.93,65600,7842,99,95.6,4,"Charged Off"
"29580",1450,1450,7.54,10,46.71,35000,6614,99,83.7,6,"Charged Off"
"29593",4750,4750,11.92,3,163.71,14400,937,106,66.9,2,"Charged Off"
"29607",5000,5000,4.43,1,171.43,16800,458,107,21.8,3,"Charged Off"
"29621",16000,16000,11.1,2,542.79,124800,2407,85,3.3,16,"Charged Off"
"29625",1500,1500,0.63,3,50.89,48000,238,102,47.6,2,"Charged Off"
"29635",3500,3500,21.69,1,113.35,54000,41811,100,78.6,7,"Charged Off"
"29644",10000,10000,17.07,5,337.45,40000,6845,98,29.9,10,"Charged Off"
"29655",16000,16000,22.97,10,539.92,43200,20195,93,46.4,15,"Charged Off"
"29667",25000,25000,17.15,10,822.78,82000,29058,96,67.4,8,"Charged Off"
"29720",12000,12000,4.32,6,407.09,25200,1395,95,87.2,4,"Charged Off"
"29738",12000,12000,10.63,2,415.76,40310,13313,105,46.4,7,"Charged Off"
"29747",1600,1600,3.07,1,51.54,18000,1220,100,61,6,"Charged Off"
"29754",5000,5000,8.81,3,174.15,19200,5528,107,52.6,7,"Charged Off"
"29758",3500,3500,15.36,3,120,30000,948,87,72.9,6,"Charged Off"
"29759",6000,6000,6.38,2,195.36,28800,7092,105,44.9,6,"Charged Off"
"29765",7000,7000,10.64,3,245.08,47500,6254,98,37.9,10,"Charged Off"
"29783",10000,10000,17.97,7,325.6,40000,15659,91,89.5,4,"Charged Off"
"29788",19200,19200,19.23,10,628.52,77000,12179,95,51.8,10,"Charged Off"
"29792",15000,15000,8.52,0,519.7,75000,9919,102,64.4,21,"Charged Off"
"29801",18000,18000,15.23,10,610.64,36720,14299,97,49.3,16,"Charged Off"
"29811",25000,25000,22.58,10,926.37,123000,57494,91,72.6,22,"Charged Off"
"29825",14000,14000,9.61,3,477.46,69582,294,101,14.7,7,"Charged Off"
"29836",7500,7500,9.3,2,261.22,28128,7570,99,97.1,8,"Charged Off"
"29840",6000,6000,8.93,0,197.47,32000,7029,104,57.1,7,"Charged Off"
"29857",7200,7200,10.08,10,249.46,30000,7995,88,89.8,4,"Charged Off"
"29861",5000,5000,14.97,4,171.43,65000,6767,99,80.6,16,"Charged Off"
"29887",25000,25000,13.4,2,818.38,1e+05,51886,80,67.3,10,"Charged Off"
"29894",7000,7000,17.57,3,238.73,58000,22684,102,78.2,18,"Charged Off"
"29906",8000,8000,22.93,3,263.29,45000,13146,94,32,11,"Charged Off"
"29917",8000,8000,9.76,4,271.4,60000,2137,106,21.8,8,"Charged Off"
"29920",2500,2500,15.45,8,86.17,54996,9592,98,36.5,13,"Charged Off"
"29931",8000,8000,21.66,10,281.56,59506,41536,95,98,6,"Charged Off"
"29938",10000,10000,19.96,1,322.11,33600,14569,99,54.2,10,"Charged Off"
"29940",12000,12000,11.97,10,390.72,51449,9067,97,29,15,"Charged Off"
"29943",1300,1300,20.63,3,43.64,9600,5371,102,68.9,4,"Charged Off"
"29956",10000,10000,12.32,5,312.81,108000,8405,96,27.8,10,"Charged Off"
"29967",11000,11000,1.31,0,371.2,42000,11514,94,84,8,"Charged Off"
"29971",4600,4600,5.63,5,159.38,58000,8180,105,31.6,14,"Charged Off"
"29980",25000,25000,16.17,10,814,70000,13090,88,39.5,13,"Charged Off"
"30002",2500,2500,17.81,6,87.08,38400,8754,104,90.2,5,"Charged Off"
"30007",16000,16000,15.31,5,557.26,64000,12424,97,80.4,7,"Charged Off"
"30041",19400,19400,11.76,3,654.65,70500,28071,101,90,8,"Charged Off"
"30051",13000,13000,24.33,2,421.01,76000,34447,98,89.9,7,"Charged Off"
"30059",12000,12000,11.13,10,375.37,80000,12950,88,29,10,"Charged Off"
"30074",10000,10000,5.49,6,327.36,26000,4744,106,37.4,8,"Charged Off"
"30076",15000,15000,20.56,2,491.03,45000,17811,98,68.8,10,"Charged Off"
"30083",10000,10000,0.99,7,327.36,120000,550,100,2.4,5,"Charged Off"
"30100",4000,4000,10.53,0,131.65,22000,7472,104,74.7,2,"Charged Off"
"30101",3000,3000,0.78,4,97.68,43200,706,96,11.2,4,"Charged Off"
"30135",20000,20000,20.91,8,654.71,75000,20847,96,76.1,13,"Charged Off"
"30145",4000,4000,5.25,2,139.32,53000,628,96,62.8,3,"Charged Off"
"30156",2850,2850,3.55,4,96.69,48000,7513,103,17.9,9,"Charged Off"
"30166",18300,18300,17.27,7,595.85,79000,35910,85,77.6,12,"Charged Off"
"30171",10000,10000,6.52,4,339.25,23000,3105,99,20.6,6,"Charged Off"
"30172",7000,7000,13.29,3,239.99,35654,6487,100,79.1,11,"Charged Off"
"30211",3000,3000,0.46,3,107.8,44000,384,94,96,2,"Charged Off"
"30214",2500,2500,11.05,0,87.53,44000,2276,105,87.5,4,"Charged Off"
"30223",1000,1000,20.98,1,34.65,12240,5351,106,42.8,4,"Charged Off"
"30230",3000,3000,19.85,7,92.82,41235,5386,93,45.3,7,"Charged Off"
"30236",24000,24000,0.59,4,777.24,90000,40909,87,40.9,12,"Charged Off"
"30246",10000,10000,23.45,6,329.12,50307.36,20690,97,80.5,9,"Charged Off"
"30247",20000,20000,16.69,10,658.23,65000,40025,90,66.3,12,"Charged Off"
"30249",3500,3500,4.67,0,118.74,18000,2394,102,85.5,3,"Charged Off"
"30252",9250,9250,18.72,5,312.14,27120,14435,99,62.5,6,"Charged Off"
"30276",16000,16000,12.73,3,539.92,80000,6864,100,59.7,6,"Charged Off"
"30280",15000,15000,16.69,7,488.4,64000,14786,94,39.2,12,"Charged Off"
"30285",9600,9600,15.14,2,310.9,68000,5778,93,17.9,6,"Charged Off"
"30287",8000,8000,21.39,3,261.89,28000,16774,96,62.1,9,"Charged Off"
"30293",4200,4200,16.02,4,149.36,34000,4227,99,93.9,3,"Charged Off"
"30348",18000,18000,10.13,3,643.44,45000,8218,103,99,3,"Charged Off"
"30359",7500,7500,11.62,1,242.89,60000,5419,99,31.1,13,"Charged Off"
"30371",20000,20000,6.06,0,647.7,64000,6587,101,18.3,17,"Charged Off"
"30378",10000,10000,6.84,10,323.85,186000,6041,98,49.5,5,"Charged Off"
"30386",5000,5000,3.17,1,175.06,36000,2600,106,65,7,"Charged Off"
"30417",14500,14500,18.23,1,499.75,36000,3679,102,49.1,7,"Charged Off"
"30428",10000,10000,18.26,2,339.25,50000,6708,93,69.9,11,"Charged Off"
"30432",20000,20000,7.53,2,678.49,65000,0,99,0,4,"Charged Off"
"30433",9600,9600,23.84,7,325.68,37800,2304,101,32.9,7,"Charged Off"
"30444",7000,7000,20.44,2,238.73,58000,35469,95,63.7,18,"Charged Off"
"30446",25000,25000,17.51,8,818.38,220000,32888,87,75.4,9,"Charged Off"
"30465",14500,14500,23.72,3,494.51,43200,11904,103,50,12,"Charged Off"
"30466",24000,24000,4.32,10,781.44,320000,3469,88,8.9,12,"Charged Off"
"30472",20000,20000,12.41,0,718.64,90000,46674,105,82.5,9,"Charged Off"
"30482",5550,5550,1.59,5,182.66,31000,1095,101,32.2,4,"Charged Off"
"30509",8550,8550,18.89,5,276.89,42000,3364,102,64.7,8,"Charged Off"
"30516",10000,10000,13.39,0,322.11,43200,0,87,0,4,"Charged Off"
"30527",1750,1750,18.46,3,58.75,11440,2538,94,57.7,10,"Charged Off"
"30534",10000,10000,14.24,5,325.6,125000,39850,96,17.6,15,"Charged Off"
"30546",22000,22000,21.22,10,742.39,49000,25431,94,51.9,23,"Charged Off"
"30547",3000,3000,14.18,0,98.21,13200,2189,104,87.6,7,"Charged Off"
"30560",10000,10000,9.51,8,344.65,90305,16026,94,47.3,15,"Charged Off"
"30565",4000,4000,8.73,10,134.27,48804,3000,98,53.6,6,"Charged Off"
"30610",2000,2000,17.79,3,68.57,50400,1483,100,53,10,"Charged Off"
"30621",15000,15000,12.64,7,516.98,66000,12947,95,84.6,5,"Charged Off"
"30626",8000,8000,6.55,4,259.08,55000,0,102,0,9,"Charged Off"
"30651",7000,7000,16.91,3,218.97,113000,46507,90,61.6,15,"Charged Off"
"30653",8400,8400,1.49,4,274.98,39500,5530,98,48.9,7,"Charged Off"
"30655",19750,19750,3.67,9,691.47,53000,37866,88,71.7,21,"Charged Off"
"30661",18000,18000,18.82,7,610.64,98000,48345,93,80.6,9,"Charged Off"
"30663",16000,16000,8.53,2,548.55,45000,8116,94,79.5,6,"Charged Off"
"30680",15000,15000,19.57,5,493.67,46000,13899,78,53.3,11,"Charged Off"
"30681",15000,15000,7.71,3,488.4,75000,980,100,29.77,6,"Charged Off"
"30693",7000,7000,19.62,2,227.92,20800,10439,103,37.3,7,"Charged Off"
"30696",22000,22000,14.27,5,724.05,45000,26384,98,71.5,11,"Charged Off"
"30727",4000,4000,1.48,4,123.76,1e+05,2393,99,12.1,6,"Charged Off"
"30738",6000,6000,6.02,3,197.47,65000,6370,100,92.3,7,"Charged Off"
"30772",18000,18000,14.88,5,617.12,72000,10124,98,96.4,7,"Charged Off"
"30780",1500,1500,24.74,10,49.37,58000,22238,96,72.4,12,"Charged Off"
"30782",3000,3000,7.81,6,103.4,63000,4655,104,87.8,12,"Charged Off"
"30786",25000,25000,4.36,10,814,2e+05,27384,84,56.5,6,"Charged Off"
"30795",12000,12000,24.68,5,404.94,52800,9840,96,64.3,10,"Charged Off"
"30799",6000,6000,7.61,2,196.42,44300,8968,93,66.4,7,"Charged Off"
"30804",16000,16000,16.33,10,523.77,36000,5299,98,22.3,5,"Charged Off"
"30838",8500,8500,18.68,10,278.25,46500,20577,94,90.2,8,"Charged Off"
"30843",25000,25000,8.04,1,931.09,60000,14729,105,85.6,7,"Charged Off"
"30865",25000,25000,17.62,10,809.62,110000,10398,83,13.8,14,"Charged Off"
"30867",7750,7750,24.99,6,267.11,35000,721,102,11.6,6,"Charged Off"
"30881",12000,12000,8.42,6,407.09,60000,14332,102,34,13,"Charged Off"
"30884",6000,6000,14.86,2,210.07,34000,4883,104,84.2,4,"Charged Off"
"30892",5600,5600,24.82,5,192,66000,7649,85,59.3,11,"Charged Off"
"30893",8000,8000,6.16,5,257.69,46000,7637,99,39.2,5,"Charged Off"
"30898",15250,15250,11.89,6,514.61,55493,9410,99,31.2,9,"Charged Off"
"30913",10000,10000,5.44,3,341.04,34000,7220,101,40.1,8,"Charged Off"
"30925",3200,3200,17.86,6,107.99,25000,15028,101,88.4,5,"Charged Off"
"30926",10400,10400,14.83,5,336.81,45000,5610,103,30.7,8,"Charged Off"
"30931",20000,20000,8.72,9,647.7,157000,13383,98,7.8,14,"Charged Off"
"30935",20000,20000,21.02,0,654.71,98000,21053,94,37.3,11,"Charged Off"
"30955",6000,6000,13.99,2,195.36,32000,5690,99,54.2,6,"Charged Off"
"30958",3800,3800,23.25,3,128.24,68500,3119,100,39,11,"Charged Off"
"30976",16000,16000,17.36,4,589.86,85000,19126,96,75.6,12,"Charged Off"
"30978",2500,2500,13.44,0,86.17,10000,0,106,0,8,"Charged Off"
"30980",15000,15000,20.1,0,516.98,75600,3811,95,97.7,6,"Charged Off"
"30985",4800,4800,0,1,157.13,15000,0,105,0,2,"Charged Off"
"30997",8000,8000,1.65,1,269.96,35000,1692,104,35.2,3,"Charged Off"
"31010",9250,9250,10.81,0,317.13,19200,0,104,0,2,"Charged Off"
"31084",5000,5000,15.76,0,167.84,61000,8076,95,79.2,8,"Charged Off"
"31103",5000,5000,19.12,3,161.93,40040,10625,105,65.6,8,"Charged Off"
"31104",16000,16000,8.83,1,526.58,45000,12142,100,62.3,4,"Charged Off"
"31114",3000,3000,8.91,10,97.68,35000,12509,93,37.1,15,"Charged Off"
"31128",15000,15000,17.82,10,493.67,72000,21367,85,77.1,10,"Charged Off"
